ciudad,genero,area,salario,edad,antiguedad,nivel_educativo,estado_civil,hijos,turno,satisfaccion_laboral
Itagüí,Masculino,Operativos,2664129.35,48,16,Profesional,Casado,0,Nocturno,9.4
Medellín,Femenino,Operativos,4125916.38,40,39,Profesional,Divorciado,0,Mixto,7.6
Itagüí,Masculino,Operativos,3300089.78,54,8,Primaria,Divorciado,4,Nocturno,4.2
Bello,No Binario,Operativos,2040209.4,44,37,Posgrado,Divorciado,1,Diurno,4.6
Bello,Femenino,Operativos,5824499.57,30,36,Técnico,Divorciado,1,Diurno,6.9
Medellín,Masculino,Operativos,2919927.33,38,4,Secundaria,Casado,0,Mixto,5.9
Sabaneta,No Binario,Servicios Generales,3686451.23,23,13,Secundaria,Divorciado,0,Diurno,1.7
Envigado,No Binario,Operativos,5482371.79,46,8,Secundaria,Unión Libre,0,Mixto,2.6
Bello,No Binario,Servicios Generales,2585375.18,54,12,Profesional,Casado,3,Mixto,4.6
Envigado,Femenino,Operativos,5265219.69,45,32,Tecnólogo,Unión Libre,3,Nocturno,3.6
Itagüí,No Binario,Operativos,4118283.78,55,11,Profesional,Divorciado,2,Mixto,1.3
Bello,Femenino,Operativos,3432485.92,45,19,Técnico,Divorciado,2,Diurno,7.8
Sabaneta,Masculino,Operativos,3238797.93,22,34,Secundaria,Viudo,3,Diurno,4.5
Medellín,Masculino,Operativos,4148516.76,52,0,Posgrado,Viudo,3,Nocturno,3.6
Sabaneta,No Binario,Operativos,3423196.49,37,39,Técnico,Divorciado,0,Mixto,2.3
Itagüí,Masculino,Operativos,5288711.89,35,12,Secundaria,Soltero,0,Diurno,9.8
Estrella,Masculino,Operativos,2937034.47,59,32,Primaria,Unión Libre,0,Diurno,5.8
Estrella,No Binario,Administrativa,7108495.01,22,33,Profesional,Viudo,2,Diurno,3.1
Itagüí,Femenino,Operativos,2066244.12,45,7,Profesional,Soltero,1,Nocturno,8.4
Medellín,Masculino,Servicios Generales,2534175.92,43,12,Técnico,Soltero,2,Mixto,5.0
Medellín,Femenino,Operativos,5478623.69,45,32,Posgrado,Casado,4,Nocturno,5.1
Medellín,No Binario,Operativos,5814748.04,20,29,Técnico,Divorciado,0,Nocturno,1.0
Medellín,No Binario,Operativos,5734547.18,22,34,Profesional,Casado,2,Nocturno,9.5
Estrella,Femenino,Servicios Generales,2679001.95,38,30,Tecnólogo,Divorciado,1,Nocturno,5.2
Medellín,Masculino,Operativos,4754554.65,48,6,Profesional,Unión Libre,2,Diurno,7.0
Envigado,No Binario,Operativos,4221092.27,41,23,Secundaria,Unión Libre,0,Nocturno,4.5
Sabaneta,No Binario,Operativos,3242544.44,38,22,Profesional,Casado,0,Nocturno,3.1
Envigado,Masculino,Operativos,3288164.71,56,11,Secundaria,Casado,0,Mixto,4.7
Sabaneta,No Binario,Operativos,4680180.56,61,5,Profesional,Soltero,2,Nocturno,4.0
Envigado,Femenino,Servicios Generales,3233208.8,40,20,Técnico,Unión Libre,1,Mixto,4.8
Envigado,Femenino,Operativos,2490207.57,47,40,Técnico,Viudo,0,Mixto,8.5
Bello,No Binario,Operativos,3750216.52,58,6,Técnico,Unión Libre,0,Nocturno,7.6
Sabaneta,No Binario,Operativos,5297795.0,30,14,Tecnólogo,Divorciado,2,Mixto,3.1
Bello,Femenino,Operativos,2300901.58,24,16,Técnico,Viudo,0,Mixto,3.0
Sabaneta,Masculino,Operativos,5042472.91,18,20,Técnico,Divorciado,0,Diurno,2.2
Envigado,No Binario,Operativos,2135243.64,29,18,Tecnólogo,Casado,2,Diurno,4.8
Bello,Masculino,Servicios Generales,2279847.13,44,19,Secundaria,Unión Libre,1,Diurno,9.8
Estrella,Femenino,Operativos,3406248.13,46,4,Técnico,Viudo,2,Nocturno,4.9
Sabaneta,Femenino,Operativos,3304294.91,35,24,Secundaria,Soltero,0,Diurno,7.9
Bello,No Binario,Operativos,5232565.82,24,2,Secundaria,Soltero,0,Nocturno,8.5
Bello,No Binario,Operativos,2544626.69,36,3,Técnico,Divorciado,1,Diurno,5.3
Sabaneta,Femenino,Servicios Generales,2393687.33,23,12,Tecnólogo,Soltero,2,Diurno,1.9
Envigado,Masculino,Operativos,2901952.66,46,30,Técnico,Viudo,2,Nocturno,6.5
Bello,Femenino,Operativos,4071633.4,31,8,Tecnólogo,Unión Libre,0,Diurno,7.6
Itagüí,Femenino,Operativos,5981102.53,35,23,Primaria,Soltero,0,Nocturno,8.3
Envigado,Femenino,Administrativa,6296378.81,31,13,Tecnólogo,Divorciado,0,Mixto,9.0
Envigado,Femenino,Operativos,2228029.83,21,3,Técnico,Divorciado,0,Mixto,8.8
Itagüí,Masculino,Operativos,5271679.13,22,14,Profesional,Divorciado,1,Nocturno,9.4
Medellín,Femenino,Operativos,4043301.84,47,23,Secundaria,Viudo,3,Diurno,7.9
Itagüí,Masculino,Operativos,3970896.26,50,12,Secundaria,Viudo,1,Mixto,3.0
Bello,Femenino,Operativos,5739234.52,62,19,Tecnólogo,Viudo,0,Nocturno,4.9
Envigado,No Binario,Operativos,5175238.71,58,26,Técnico,Viudo,2,Diurno,4.9
Medellín,Masculino,Operativos,2654782.61,43,22,Tecnólogo,Casado,2,Diurno,7.2
Itagüí,Femenino,Operativos,5400894.88,61,23,Tecnólogo,Soltero,0,Nocturno,7.2
Envigado,Masculino,Operativos,3967541.51,34,18,Profesional,Viudo,1,Mixto,1.2
Estrella,Femenino,Servicios Generales,3900935.8,55,16,Secundaria,Soltero,0,Mixto,1.3
Itagüí,Masculino,Operativos,2318504.49,44,27,Primaria,Viudo,3,Nocturno,4.3
Bello,Femenino,Operativos,4441198.99,18,5,Técnico,Viudo,4,Diurno,2.2
Estrella,Masculino,Operativos,2880399.35,29,11,Técnico,Unión Libre,0,Nocturno,1.1
Bello,Femenino,Operativos,2228611.55,46,20,Profesional,Soltero,1,Mixto,10.0
Sabaneta,Masculino,Operativos,2208694.24,29,25,Profesional,Unión Libre,0,Nocturno,3.6
Sabaneta,Masculino,Operativos,2225741.44,28,2,Técnico,Viudo,0,Mixto,2.8
Envigado,Masculino,Operativos,3233666.41,49,8,Profesional,Divorciado,1,Mixto,3.2
Itagüí,Masculino,Operativos,5979085.52,38,20,Profesional,Soltero,1,Diurno,4.8
Medellín,Femenino,Operativos,4482624.8,42,0,Tecnólogo,Soltero,1,Nocturno,4.1
Itagüí,No Binario,Administrativa,7286761.95,48,25,Técnico,Divorciado,0,Diurno,9.1
Envigado,Femenino,Operativos,5114942.32,61,4,Profesional,Casado,0,Nocturno,1.2
Itagüí,No Binario,Administrativa,6338638.43,43,12,Técnico,Unión Libre,1,Mixto,1.8
Estrella,Masculino,Operativos,2855318.92,51,40,Tecnólogo,Viudo,0,Nocturno,4.9
Sabaneta,No Binario,Operativos,3368221.15,56,8,Profesional,Soltero,1,Diurno,4.1
Sabaneta,Femenino,Operativos,2674952.14,19,25,Profesional,Soltero,0,Nocturno,6.2
Medellín,Masculino,Operativos,5309639.02,47,38,Técnico,Divorciado,2,Diurno,2.4
Estrella,No Binario,Operativos,2561240.72,60,29,Secundaria,Viudo,0,Diurno,4.5
Sabaneta,Femenino,Operativos,5022944.29,51,31,Secundaria,Soltero,0,Nocturno,6.3
Itagüí,Masculino,Administrativa,7928062.86,46,10,Secundaria,Casado,0,Diurno,8.0
Envigado,Femenino,Operativos,4116414.55,23,15,Tecnólogo,Viudo,1,Diurno,4.0
Envigado,Femenino,Operativos,3361066.11,56,40,Profesional,Viudo,0,Nocturno,1.6
Envigado,Masculino,Operativos,5697212.6,47,7,Profesional,Unión Libre,0,Diurno,7.2
Estrella,Femenino,Operativos,2977452.76,54,34,Técnico,Divorciado,0,Diurno,7.7
Sabaneta,Femenino,Servicios Generales,2415231.51,35,9,Tecnólogo,Casado,1,Mixto,6.4
Bello,Masculino,Administrativa,7092894.02,22,18,Secundaria,Viudo,2,Nocturno,3.2
Envigado,Masculino,Operativos,5001685.37,32,2,Tecnólogo,Casado,1,Diurno,5.4
Itagüí,Masculino,Operativos,5159475.73,51,26,Técnico,Viudo,0,Diurno,3.6
Envigado,Femenino,Operativos,2852252.73,46,3,Secundaria,Casado,1,Diurno,6.6
Bello,Femenino,Operativos,2472740.46,50,5,Técnico,Soltero,0,Diurno,1.9
Medellín,Femenino,Servicios Generales,2646723.72,34,30,Técnico,Soltero,0,Nocturno,3.7
Itagüí,Masculino,Operativos,2861099.38,36,16,Profesional,Divorciado,0,Diurno,6.9
Estrella,Femenino,Operativos,5721151.99,34,10,Técnico,Unión Libre,0,Diurno,8.3
Bello,Femenino,Operativos,3449340.84,50,3,Secundaria,Viudo,0,Mixto,9.3
Medellín,Femenino,Servicios Generales,2633548.33,60,21,Tecnólogo,Viudo,3,Nocturno,4.3
Medellín,Masculino,Operativos,5580642.37,55,26,Profesional,Divorciado,0,Nocturno,5.9
Sabaneta,No Binario,Operativos,2047204.39,45,30,Profesional,Viudo,0,Nocturno,7.2
Estrella,Femenino,Operativos,2434826.29,45,24,Secundaria,Casado,0,Diurno,9.4
Bello,Femenino,Servicios Generales,2302985.67,36,3,Profesional,Unión Libre,0,Nocturno,5.0
Bello,Masculino,Servicios Generales,3683004.03,54,21,Secundaria,Viudo,2,Diurno,1.9
Itagüí,Masculino,Operativos,3769121.12,37,15,Técnico,Unión Libre,1,Mixto,4.4
Medellín,No Binario,Servicios Generales,2135678.39,37,12,Secundaria,Unión Libre,0,Diurno,9.9
Medellín,Femenino,Operativos,3889237.11,28,21,Secundaria,Unión Libre,2,Diurno,4.8
Sabaneta,Femenino,Operativos,3501220.52,31,38,Secundaria,Unión Libre,3,Nocturno,9.7
Envigado,No Binario,Operativos,5137530.6,32,11,Técnico,Casado,2,Mixto,1.4
Envigado,Femenino,Operativos,4581360.11,46,11,Secundaria,Viudo,0,Nocturno,9.9
Sabaneta,Masculino,Operativos,4123883.51,58,21,Posgrado,Viudo,0,Mixto,1.0
Estrella,Masculino,Operativos,2721061.97,26,31,Tecnólogo,Soltero,1,Nocturno,4.2
Itagüí,No Binario,Operativos,3234527.29,54,0,Profesional,Casado,0,Nocturno,7.6
Sabaneta,Femenino,Operativos,4310865.24,60,13,Profesional,Soltero,0,Diurno,8.7
Itagüí,Femenino,Administrativa,7914793.72,28,24,Tecnólogo,Casado,1,Nocturno,9.2
Sabaneta,Masculino,Operativos,4605388.7,19,7,Tecnólogo,Viudo,0,Nocturno,4.4
Estrella,No Binario,Servicios Generales,3555646.13,54,34,Primaria,Divorciado,2,Diurno,5.1
Bello,Femenino,Operativos,5848096.41,47,32,Posgrado,Soltero,0,Mixto,3.0
Medellín,No Binario,Operativos,4540773.42,47,29,Posgrado,Soltero,0,Nocturno,5.1
Sabaneta,Femenino,Operativos,4147830.21,55,35,Secundaria,Soltero,3,Mixto,1.6
Bello,Femenino,Servicios Generales,2366064.67,62,22,Primaria,Unión Libre,1,Mixto,9.6
Itagüí,Masculino,Operativos,2530593.21,21,29,Secundaria,Divorciado,0,Diurno,2.5
Bello,Femenino,Servicios Generales,2783171.82,25,39,Secundaria,Unión Libre,0,Diurno,8.6
Envigado,No Binario,Operativos,3584222.74,31,21,Profesional,Viudo,0,Mixto,1.8
Estrella,Masculino,Operativos,5920250.49,58,36,Técnico,Casado,0,Mixto,1.2
Itagüí,Masculino,Servicios Generales,3404803.35,49,32,Técnico,Divorciado,1,Diurno,9.4
Bello,No Binario,Operativos,4900594.26,54,7,Secundaria,Divorciado,3,Diurno,4.2
Bello,Femenino,Operativos,2493007.66,35,16,Secundaria,Divorciado,0,Nocturno,9.6
Itagüí,Femenino,Operativos,3583035.44,47,31,Primaria,Divorciado,0,Diurno,2.7
Envigado,Masculino,Operativos,3651596.39,42,4,Tecnólogo,Viudo,0,Nocturno,6.3
Medellín,Femenino,Servicios Generales,2977301.98,62,40,Primaria,Casado,0,Mixto,4.4
Envigado,Masculino,Operativos,4229056.17,34,6,Profesional,Casado,1,Mixto,2.1
Envigado,Masculino,Operativos,4598450.04,38,34,Técnico,Viudo,1,Diurno,8.7
Itagüí,Femenino,Administrativa,7584284.4,29,13,Tecnólogo,Unión Libre,1,Nocturno,2.5
Bello,Femenino,Operativos,2396012.51,38,8,Profesional,Unión Libre,1,Nocturno,2.2
Medellín,Femenino,Operativos,4195211.04,47,21,Posgrado,Viudo,1,Nocturno,2.2
Estrella,Masculino,Operativos,2300842.15,38,5,Tecnólogo,Soltero,3,Diurno,5.6
Medellín,Femenino,Operativos,4527654.69,50,37,Secundaria,Unión Libre,3,Mixto,5.4
Bello,Femenino,Servicios Generales,2612565.46,29,18,Profesional,Casado,2,Mixto,3.1
Bello,No Binario,Operativos,2008295.69,22,31,Técnico,Soltero,2,Nocturno,6.4
Estrella,Masculino,Operativos,2140226.24,22,7,Secundaria,Unión Libre,1,Diurno,2.0
Itagüí,Masculino,Operativos,2863964.29,25,33,Secundaria,Casado,0,Mixto,8.2
Sabaneta,Femenino,Operativos,5420962.51,44,0,Técnico,Divorciado,2,Nocturno,6.7
Estrella,Masculino,Operativos,3590153.87,31,40,Técnico,Unión Libre,1,Nocturno,9.0
Envigado,Masculino,Operativos,4439841.62,25,21,Técnico,Divorciado,1,Mixto,6.9
Bello,Masculino,Operativos,3726714.89,39,20,Profesional,Unión Libre,1,Nocturno,7.8
Itagüí,No Binario,Operativos,5369648.61,35,1,Tecnólogo,Viudo,0,Diurno,8.1
Medellín,Masculino,Operativos,5139976.98,20,26,Tecnólogo,Unión Libre,1,Mixto,2.9
Bello,Femenino,Operativos,5372810.21,27,32,Secundaria,Casado,0,Nocturno,4.3
Envigado,No Binario,Servicios Generales,3942508.54,54,25,Técnico,Viudo,0,Nocturno,8.6
Envigado,No Binario,Operativos,3414170.75,57,21,Técnico,Divorciado,1,Diurno,7.6
Medellín,Masculino,Operativos,2766035.75,27,27,Profesional,Soltero,3,Diurno,1.5
Sabaneta,Femenino,Operativos,3846517.55,31,26,Tecnólogo,Viudo,0,Nocturno,2.9
Estrella,Femenino,Servicios Generales,2606510.55,22,27,Técnico,Unión Libre,0,Nocturno,7.6
Bello,Femenino,Operativos,5785671.37,30,30,Secundaria,Casado,0,Nocturno,6.6
Bello,Masculino,Servicios Generales,3049215.44,51,31,Técnico,Soltero,0,Diurno,6.2
Itagüí,Masculino,Administrativa,7201461.8,41,32,Tecnólogo,Soltero,0,Diurno,9.8
Sabaneta,Femenino,Operativos,2734365.41,35,38,Profesional,Viudo,0,Diurno,3.0
Bello,Femenino,Operativos,5165785.97,55,9,Profesional,Soltero,1,Diurno,4.9
Bello,Femenino,Operativos,4774020.89,49,30,Secundaria,Viudo,0,Mixto,7.6
Itagüí,Masculino,Operativos,4120593.52,55,3,Profesional,Unión Libre,0,Diurno,6.1
Bello,No Binario,Operativos,4467590.24,45,17,Técnico,Viudo,1,Nocturno,4.9
Medellín,Femenino,Operativos,2490563.82,54,23,Secundaria,Casado,0,Diurno,5.5
Sabaneta,No Binario,Operativos,3468170.08,38,27,Secundaria,Viudo,2,Mixto,8.5
Medellín,No Binario,Operativos,5114233.3,38,21,Técnico,Viudo,1,Nocturno,4.1
Sabaneta,Femenino,Administrativa,6084898.9,18,12,Profesional,Casado,0,Mixto,1.3
Sabaneta,No Binario,Operativos,3979218.33,50,20,Primaria,Viudo,0,Mixto,8.5
Envigado,Femenino,Operativos,3353504.31,21,20,Secundaria,Casado,1,Mixto,9.3
Envigado,No Binario,Operativos,2746918.34,33,20,Posgrado,Viudo,2,Diurno,2.6
Estrella,Masculino,Operativos,2701517.65,51,10,Técnico,Unión Libre,0,Mixto,8.3
Itagüí,Masculino,Operativos,3133463.94,44,2,Secundaria,Unión Libre,1,Mixto,1.2
Itagüí,Femenino,Operativos,2301046.95,55,0,Profesional,Unión Libre,0,Mixto,4.7
Itagüí,Femenino,Operativos,4726457.07,23,12,Tecnólogo,Casado,0,Diurno,1.2
Itagüí,No Binario,Operativos,4910957.99,51,8,Profesional,Soltero,0,Diurno,3.6
Bello,No Binario,Servicios Generales,2232701.99,39,20,Secundaria,Soltero,3,Mixto,1.7
Envigado,Masculino,Servicios Generales,3294794.44,62,32,Profesional,Viudo,2,Nocturno,3.2
Sabaneta,Femenino,Operativos,4105621.72,29,13,Secundaria,Divorciado,1,Diurno,9.4
Estrella,No Binario,Operativos,2726049.63,50,19,Profesional,Casado,3,Nocturno,1.9
Bello,No Binario,Operativos,2390860.25,26,24,Posgrado,Viudo,0,Diurno,7.0
Estrella,Femenino,Operativos,3646176.78,31,7,Secundaria,Casado,2,Diurno,5.5
Sabaneta,Femenino,Servicios Generales,2344102.63,50,15,Tecnólogo,Soltero,0,Mixto,1.3
Estrella,Masculino,Operativos,4707352.68,58,22,Secundaria,Unión Libre,0,Nocturno,5.5
Bello,Femenino,Operativos,3035347.25,28,6,Tecnólogo,Divorciado,1,Nocturno,1.1
Itagüí,Femenino,Operativos,3731950.4,57,20,Posgrado,Casado,1,Nocturno,9.4
Itagüí,Femenino,Operativos,5035230.14,24,36,Profesional,Divorciado,3,Nocturno,8.7
Envigado,Masculino,Operativos,3140292.96,32,29,Secundaria,Casado,1,Mixto,1.7
Envigado,No Binario,Servicios Generales,2337595.16,23,13,Secundaria,Viudo,1,Nocturno,5.3
Bello,Masculino,Operativos,4352192.86,45,19,Técnico,Viudo,3,Diurno,5.8
Medellín,Masculino,Operativos,2729667.45,38,3,Técnico,Divorciado,0,Nocturno,7.1
Envigado,Femenino,Operativos,4518652.17,46,28,Técnico,Viudo,0,Nocturno,6.3
Envigado,Masculino,Servicios Generales,3793258.42,41,7,Técnico,Viudo,3,Mixto,9.5
Estrella,Femenino,Servicios Generales,2060825.28,36,18,Técnico,Viudo,0,Mixto,6.8
Bello,Femenino,Operativos,3811757.84,33,38,Primaria,Divorciado,1,Diurno,2.2
Sabaneta,No Binario,Servicios Generales,2475702.89,60,36,Tecnólogo,Unión Libre,1,Nocturno,6.7
Medellín,Masculino,Operativos,2136993.6,46,13,Secundaria,Casado,0,Nocturno,3.3
Itagüí,Masculino,Operativos,3859352.44,40,13,Secundaria,Soltero,0,Mixto,2.0
Estrella,Femenino,Operativos,5949614.24,52,37,Técnico,Unión Libre,0,Nocturno,9.4
Estrella,Femenino,Servicios Generales,3698218.39,52,26,Secundaria,Soltero,0,Nocturno,6.7
Bello,Masculino,Servicios Generales,2060328.28,31,0,Secundaria,Soltero,0,Diurno,2.3
Medellín,No Binario,Operativos,3423347.59,51,37,Secundaria,Unión Libre,0,Nocturno,8.7
Envigado,Masculino,Operativos,3166970.99,58,10,Tecnólogo,Soltero,2,Nocturno,5.5
Estrella,Masculino,Operativos,3080294.09,38,40,Técnico,Divorciado,2,Diurno,4.8
Bello,Femenino,Operativos,4839098.99,44,28,Profesional,Viudo,2,Nocturno,2.8
Medellín,Masculino,Operativos,4971798.9,33,27,Profesional,Casado,2,Mixto,9.8
Envigado,Femenino,Operativos,5100464.34,28,36,Técnico,Soltero,1,Nocturno,2.3
Estrella,Femenino,Operativos,2239515.5,58,27,Profesional,Divorciado,1,Diurno,3.4
Medellín,Femenino,Operativos,2266943.79,39,19,Secundaria,Soltero,4,Nocturno,4.4
Medellín,Femenino,Operativos,5606826.06,31,36,Técnico,Divorciado,0,Diurno,3.1
Itagüí,Masculino,Operativos,4974875.77,26,32,Profesional,Soltero,0,Mixto,5.5
Estrella,Masculino,Administrativa,6493035.07,55,16,Secundaria,Viudo,0,Diurno,1.2
Sabaneta,Masculino,Servicios Generales,3046021.4,34,12,Tecnólogo,Unión Libre,0,Nocturno,7.1
Envigado,Femenino,Operativos,5477156.45,26,37,Secundaria,Viudo,0,Nocturno,8.2
Medellín,Femenino,Operativos,3785199.16,55,29,Profesional,Unión Libre,0,Diurno,8.7
Envigado,Femenino,Operativos,3633790.27,21,22,Secundaria,Casado,1,Diurno,1.4
Sabaneta,No Binario,Operativos,5738373.88,45,22,Profesional,Soltero,0,Nocturno,7.3
Estrella,Femenino,Operativos,2052900.27,25,15,Profesional,Casado,3,Diurno,6.4
Sabaneta,Masculino,Operativos,3746185.38,58,38,Técnico,Unión Libre,3,Nocturno,2.7
Envigado,No Binario,Operativos,2155334.6,18,22,Secundaria,Viudo,0,Diurno,6.0
Itagüí,No Binario,Operativos,3936764.92,35,21,Secundaria,Unión Libre,0,Diurno,3.5
Sabaneta,Masculino,Operativos,2743387.43,54,20,Secundaria,Unión Libre,3,Diurno,1.9
Estrella,Femenino,Operativos,2796367.01,18,34,Tecnólogo,Soltero,2,Nocturno,9.9
Estrella,Femenino,Administrativa,6584516.17,62,37,Tecnólogo,Soltero,0,Diurno,3.9
Medellín,Femenino,Operativos,3476633.2,46,33,Secundaria,Divorciado,4,Diurno,7.4
Bello,Masculino,Operativos,5650129.89,47,12,Tecnólogo,Casado,0,Diurno,6.7
Medellín,Femenino,Operativos,4514396.46,46,26,Profesional,Unión Libre,4,Nocturno,3.4
Itagüí,No Binario,Servicios Generales,2018271.79,33,38,Secundaria,Casado,4,Mixto,6.0
Estrella,No Binario,Operativos,3649481.0,44,10,Secundaria,Soltero,2,Diurno,9.4
Estrella,Femenino,Operativos,3239949.06,36,3,Primaria,Casado,0,Diurno,8.8
Sabaneta,Femenino,Operativos,5515807.0,34,19,Secundaria,Divorciado,0,Mixto,3.4
Estrella,No Binario,Servicios Generales,3679561.12,50,38,Técnico,Viudo,1,Mixto,7.8
Envigado,No Binario,Operativos,4886606.2,37,22,Técnico,Casado,1,Nocturno,8.3
Sabaneta,Femenino,Administrativa,6547442.56,58,38,Profesional,Divorciado,0,Nocturno,4.7
Estrella,Femenino,Operativos,5420351.87,48,17,Técnico,Viudo,1,Nocturno,4.3
Medellín,Femenino,Operativos,2764699.79,20,34,Técnico,Casado,0,Diurno,8.8
Itagüí,No Binario,Operativos,2811728.84,21,14,Secundaria,Casado,0,Mixto,9.5
Sabaneta,Masculino,Operativos,3510965.22,50,13,Profesional,Viudo,0,Nocturno,7.6
Bello,Femenino,Operativos,4525534.36,26,1,Posgrado,Viudo,1,Mixto,2.0
Sabaneta,Masculino,Operativos,3230705.3,44,39,Profesional,Viudo,2,Mixto,8.7
Medellín,Femenino,Operativos,2156478.14,50,10,Técnico,Soltero,1,Mixto,4.6
Envigado,No Binario,Operativos,3806903.76,41,39,Profesional,Viudo,2,Diurno,2.6
Itagüí,Femenino,Operativos,5493986.93,20,1,Secundaria,Divorciado,0,Nocturno,3.3
Medellín,No Binario,Operativos,4592971.33,26,6,Secundaria,Divorciado,1,Mixto,8.7
Medellín,Masculino,Operativos,2627386.41,21,38,Secundaria,Viudo,1,Diurno,6.4
Bello,Femenino,Operativos,4763403.85,28,39,Secundaria,Casado,0,Nocturno,1.1
Medellín,No Binario,Operativos,3686581.91,50,27,Profesional,Casado,0,Diurno,3.9
Estrella,Femenino,Operativos,3171214.49,44,34,Secundaria,Divorciado,0,Nocturno,3.0
Estrella,Masculino,Servicios Generales,2384324.87,26,28,Secundaria,Divorciado,0,Diurno,6.6
Estrella,Masculino,Operativos,2628769.67,26,27,Tecnólogo,Unión Libre,0,Diurno,7.2
Estrella,Femenino,Operativos,4916306.61,18,36,Tecnólogo,Viudo,3,Nocturno,4.8
Envigado,Femenino,Operativos,3915125.57,18,34,Técnico,Unión Libre,1,Nocturno,3.7
Medellín,Femenino,Operativos,2521930.68,51,31,Tecnólogo,Viudo,4,Mixto,3.3
Envigado,No Binario,Administrativa,6429590.61,43,32,Profesional,Viudo,4,Mixto,4.9
Envigado,Masculino,Operativos,2574949.82,45,37,Secundaria,Unión Libre,1,Mixto,1.3
Sabaneta,Masculino,Operativos,2663651.85,28,38,Técnico,Viudo,1,Diurno,5.9
Sabaneta,Masculino,Operativos,2059091.55,32,7,Profesional,Divorciado,2,Mixto,9.9
Envigado,Femenino,Operativos,2659995.98,41,24,Secundaria,Unión Libre,2,Nocturno,1.1
Medellín,Masculino,Operativos,4545461.3,22,7,Técnico,Unión Libre,0,Mixto,1.8
Itagüí,No Binario,Operativos,3359118.48,52,12,Tecnólogo,Unión Libre,0,Nocturno,4.5
Estrella,Masculino,Operativos,4834782.95,49,11,Tecnólogo,Viudo,0,Nocturno,7.5
Envigado,No Binario,Operativos,3639527.94,31,39,Secundaria,Unión Libre,2,Mixto,2.8
Sabaneta,Femenino,Operativos,2279078.89,44,0,Técnico,Unión Libre,0,Diurno,3.0
Bello,Masculino,Operativos,3416891.56,42,37,Secundaria,Casado,1,Mixto,3.7
Sabaneta,No Binario,Operativos,3801931.7,21,11,Secundaria,Casado,0,Mixto,4.0
Envigado,Masculino,Servicios Generales,3614292.29,44,18,Secundaria,Viudo,1,Diurno,1.5
Sabaneta,Femenino,Servicios Generales,2529910.65,18,32,Técnico,Viudo,0,Nocturno,8.7
Estrella,No Binario,Operativos,3037963.24,45,19,Técnico,Casado,3,Nocturno,8.2
Sabaneta,Femenino,Operativos,3240702.31,42,1,Técnico,Soltero,2,Diurno,4.4
Sabaneta,Femenino,Operativos,3652155.98,55,7,Tecnólogo,Viudo,1,Diurno,6.2
Bello,No Binario,Operativos,2757445.66,34,40,Posgrado,Viudo,2,Diurno,9.3
Itagüí,Masculino,Operativos,4874878.66,53,10,Secundaria,Divorciado,0,Mixto,4.9
Itagüí,Femenino,Servicios Generales,3866816.82,25,23,Secundaria,Soltero,1,Mixto,6.9
Envigado,Masculino,Servicios Generales,3977845.83,20,6,Secundaria,Unión Libre,0,Nocturno,9.5
Medellín,No Binario,Operativos,4553428.01,46,6,Profesional,Divorciado,1,Diurno,4.8
Bello,Masculino,Operativos,5084127.3,62,13,Secundaria,Unión Libre,0,Diurno,9.9
Medellín,No Binario,Servicios Generales,3799318.17,56,13,Técnico,Viudo,0,Nocturno,8.5
Itagüí,Masculino,Operativos,5437859.04,21,27,Profesional,Divorciado,4,Mixto,7.2
Envigado,Femenino,Servicios Generales,2030132.57,21,28,Técnico,Viudo,0,Nocturno,7.9
Medellín,No Binario,Administrativa,6757429.97,54,17,Profesional,Casado,1,Mixto,5.4
Bello,Masculino,Servicios Generales,2806766.3,62,14,Profesional,Casado,3,Mixto,8.1
Medellín,Masculino,Operativos,4898378.41,22,17,Secundaria,Casado,3,Mixto,2.9
